Transect,Plot,Tag number,Height,Diameter,Species,gt10cm,lt10cm,Comments,Start Date
2,3,5,105,1.14,PIPGLA,,,,6/14/1989
2,3,6,30,0.71,PHYICO,,,,6/14/1989
2,7,1,0,0,CECSCH,,,Dead,6/14/1989
2,7,2,0,0,CECSCH,,,Dead,6/14/1989
2,7,3,,,PIPGLA,,,Dead ? (ck 6/90),6/14/1989
2,7,4,0,0,PIPGLA,,,Dead,6/14/1989
2,7,5,18,0.3,CECSCH,,,,6/14/1989
2,7,6,48,0.39,CECSCH,,,,6/14/1989
2,7,7,0,0,CECSCH,,,Dead,6/14/1989
2,7,8,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
2,7,9,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
2,7,10,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
2,7,11,111,0.67,HETCYM,,,,6/14/1989
2,7,12,0,0,HETCYM,,,Dead,6/14/1989
2,7,13,,,PIPGLA,,,Dead ? (ck 6/90),6/14/1989
2,7,14,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
2,7,15,,0.34,SCHMOR,,,No data on height,6/14/1989
2,7,16,64,0.74,PSYBER,,,,6/14/1989
2,7,17,130,1.4,GONSPI,,,,6/14/1989
2,16,1,127,1.18,PSYBER,,,,6/14/1989
2,16,2,184,2.05,CECSCH,,,,6/14/1989
2,16,3,172,1.67,CECSCH,,,,6/14/1989
2,16,4,218,2.31,CECSCH,,,,6/14/1989
2,16,5,76,0.67,SOLTOR,,,,6/14/1989
2,16,6,54,0.38,SOLTOR,,,,6/14/1989
2,16,7,158,0.87,SOLTOR,,,,6/14/1989
2,16,8,167,0.79,SOLTOR,,,,6/14/1989
2,16,9,81.5,0.71,PSYBER,,,,6/14/1989
2,16,10,29.5,0.5,SWIMAC,,,,6/14/1989
2,16,11,190,1.54,HETCYM,,,,6/14/1989
2,16,12,53,0.43,HETCYM,,,,6/14/1989
2,16,13,40,0.36,HETCYM,,,,6/14/1989
2,16,14,40,0.3,SOLTOR,,,,6/14/1989
2,16,15,78,0.64,HETCYM,,,,6/14/1989
2,16,16,0,0,CECSCH,,,Dead,6/14/1989
2,16,17,39,0.37,HETCYM,,,,6/14/1989
2,16,18,43,0.32,HETCYM,,,,6/14/1989
2,16,19,22,0.29,PSYBER,,,,6/14/1989
2,16,20,22.5,0.31,HETCYM,,,,6/14/1989
2,16,21,27,0.22,CECSCH,,,,6/14/1989
2,19,1,18,0.46,SWIMAC,,,,6/14/1989
2,19,2,24.5,0.38,CECSCH,,,,6/14/1989
2,19,3,39,0.66,CECSCH,,,,6/14/1989
2,19,4,25.5,0.41,SWIMAC,,,,6/14/1989
2,19,5,56,0.54,HETCYM,,,,6/14/1989
2,19,6,10,0.23,PIPHIS,,,,6/14/1989
2,19,7,26.5,0.19,TREMIC,,,,6/14/1989
3,6,1,105,1.19,UREBAC,,,,6/14/1989
3,6,2,,,,,,Ignore is Ruellia Coccinea,6/14/1989
3,6,3,13,0.32,GUAGUI,,,,6/14/1989
3,6,4,86.5,0.73,CECSCH,,,,6/14/1989
3,6,5,26,0.28,CECSCH,,,,6/14/1989
3,6,6,,,SWIMAC,,,Dead ? (ck 6/90),6/14/1989
3,6,7,170,1.72,GONSPI,,,,6/14/1989
3,10,2,65.5,0.68,CECSCH,,,,6/14/1989
3,10,3,19.5,0.38,SWIMAC,,,,6/14/1989
3,10,4,21.5,0.47,SWIMAC,,,,6/14/1989
3,10,5,27,0.5,SWIMAC,,,,6/14/1989
3,10,6,0,0,SOLTOR,,,Dead,6/14/1989
3,10,7,0,0,PHYICO,,,Dead,6/14/1989
3,10,8,141,0.85,GONSPI,,,,6/14/1989
3,16,1,6,0.43,SWIMAC,,,Strangle by a vine,6/14/1989
3,16,2,0,0,GUAGUI,,,Dead,6/14/1989
3,16,3,35,0.32,ALCLAT,,,,6/14/1989
3,19,1,320,3.29,CECSCH,,,,6/14/1989
3,19,2,56,0.65,PIPGLA,,,,6/14/1989
3,19,3,148,1.2,PIPGLA,,,,6/14/1989
3,19,4,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
3,19,5,460,4.82,CECSCH,,,,6/14/1989
3,19,6,136,1.02,CECSCH,,,,6/14/1989
3,19,7,46,0.9,PSYGRA,,,,6/14/1989
4,9,1,187,1.62,SOLTOR,,,,6/14/1989
4,9,2,60,0.46,PIPHIS,,,,6/14/1989
4,9,3,23,0.34,SWIMAC,,,,6/14/1989
4,9,4,47,0.29,PIPHIS,,,,6/14/1989
4,9,5,19,0.41,SWIMAC,,,,6/14/1989
4,9,6,0,0,SWIMAC,,,Dead,6/14/1989
4,9,7,22.5,0.36,SWIMAC,,,,6/14/1989
4,9,8,25,0.27,CECSCH,,,,6/14/1989
4,9,9,45.5,0.4,HETCYM,,,,6/14/1989
4,9,10,98,0.76,HETCYM,,,,6/14/1989
4,9,11,24,0.37,SWIMAC,,,,6/14/1989
4,9,12,23.5,0.34,DACEXC,,,,6/14/1989
4,9,13,56,0.4,MICRAC,,,,6/14/1989
4,15,1,438,2.79,CECSCH,,,,6/14/1989
4,15,2,35,0.32,PIPHIS,,,,6/14/1989
4,15,3,20,0.22,CASSYL,,,,6/14/1989
4,18,1,65,0.4,CECSCH,,,,6/14/1989
4,18,2,141,1.4,CECSCH,,,,6/14/1989
4,18,3,108,0.71,CECSCH,,,,6/14/1989
4,18,4,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
4,18,5,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
4,18,6,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
4,18,7,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
4,18,8,0,0,CECSCH,,,,6/14/1989
4,18,9,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
4,18,10,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
4,18,11,,,SOLTOR,,,Dead ? (ck 6/90),6/14/1989
4,18,12,67,0.61,HETCYM,,,,6/14/1989
4,18,13,45.5,0.58,HETCYM,,,,6/14/1989
4,18,14,,,SOLRUG,,,Dead ? (ck 6/90),6/14/1989
4,18,15,199,1.63,CECSCH,,,,6/14/1989
4,18,16,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
4,18,17,11,0.22,INGVER,,,,6/14/1989
4,18,18,13,0.17,SWIMAC,,,,6/14/1989
4,18,19,10,0.12,OCOLEU,,,,6/14/1989
4,24,1,0,0,CECSCH,,,Dead,6/14/1989
4,24,2,69,0.5,ALCLAT,,,,6/14/1989
4,24,3,136,1.91,CECSCH,,,,6/14/1989
4,24,4,45,0.46,CECSCH,,,,6/14/1989
4,24,8,192,1.5,CECSCH,,,,6/14/1989
4,24,9,0,0,CECSCH,,,Dead,6/14/1989
4,24,10,0,0,CECSCH,,,Dead,6/14/1989
4,24,11,65.5,0.57,CECSCH,,,,6/14/1989
4,24,12,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
4,24,13,134,0.62,CECSCH,,,,6/14/1989
4,24,14,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
4,24,15,0,0,CECSCH,,,Dead,6/14/1989
4,24,15,,3.22,CECSCH,,,No data on height,6/14/1989
4,24,16,0,0,CECSCH,,,Dead,6/14/1989
4,24,17,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
4,24,18,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
4,24,20,0,0,CECSCH,,,Dead,6/14/1989
4,24,21,0,0,CECSCH,,,Dead,6/14/1989
4,24,22,0,0,CECSCH,,,Dead,6/14/1989
4,24,23,0,0,CECSCH,,,Dead,6/14/1989
4,24,24,0,0,CECSCH,,,Dead,6/14/1989
4,24,25,60,0.51,PIPGLA,,,,6/14/1989
4,24,26,0,0,CECSCH,,,Dead,6/14/1989
4,24,27,70,0.62,PIPGLA,,,,6/14/1989
4,24,28,113,0.93,PIPGLA,,,,6/14/1989
4,24,29,201,1.53,PIPGLA,,,,6/14/1989
4,24,30,106,0.48,ALCLAT,,,,6/14/1989
4,24,31,0,0,CECSCH,,,Dead,6/14/1989
4,24,32,,,INGVER,,,Nothing >= 10cm,6/14/1989
4,24,33,0,0,SOLTOR,,,Dead,6/14/1989
4,24,34,31,0.39,INGVER,,,,6/14/1989
4,24,35,48,0.46,INGVER,,,,6/14/1989
4,24,36,0,0,CECSCH,,,Dead,6/14/1989
4,24,37,0,0,CECSCH,,,Dead,6/14/1989
4,24,38,33.5,0.59,PHYICO,,,,6/14/1989
4,24,39,85,0.45,CECSCH,,,,6/14/1989
4,24,40,0,0,CECSCH,,,Dead,6/14/1989
4,24,41,27,0.22,INGVER,,,,6/14/1989
4,24,42,38,0.32,INGVER,,,,6/14/1989
4,24,43,35,0.27,INGVER,,,,6/14/1989
4,24,44,78,0.43,ALCFLO,,,,6/14/1989
4,24,45,,,PIPGLA,,,Nothing >= 10cm,6/14/1989
5,4,1,130,1.32,PIPGLA,,,,6/14/1989
5,4,2,44,0.66,PIPGLA,,,,6/14/1989
5,4,3,116,0.96,CECSCH,,,,6/14/1989
5,4,4,0,0,CECSCH,,,Dead,6/14/1989
5,4,5,0,0,CECSCH,,,Dead,6/14/1989
5,4,6,153,0.38,CECSCH,,,,6/14/1989
5,4,7,0,0,CECSCH,,,Dead,6/14/1989
5,4,8,260,2.76,CECSCH,,,,6/14/1989
5,4,9,24,0.37,SWIMAC,,,,6/14/1989
5,4,10,34,0.32,SWIMAC,,,,6/14/1989
5,4,11,30,0.27,SWIMAC,,,,6/14/1989
5,4,12,14,0.26,SWIMAC,,,,6/14/1989
5,4,13,23,0.22,SWIMAC,,,,6/14/1989
5,4,14,0,0,SOLTOR,,,Dead,6/14/1989
5,4,15,30,0.33,SWIMAC,,,,6/14/1989
5,4,16,29,0.33,SWIMAC,,,,6/14/1989
5,4,17,26,0.31,SWIMAC,,,,6/14/1989
5,4,18,26.5,0.26,SWIMAC,,,,6/14/1989
5,4,19,34,0.29,SWIMAC,,,,6/14/1989
5,4,20,23,0.22,SWIMAC,,,,6/14/1989
5,4,21,20,0.26,SWIMAC,,,,6/14/1989
5,4,22,0,0,DACEXC,,,Dead,6/14/1989
5,4,23,22,0.25,SWIMAC,,,,6/14/1989
5,4,24,28,0.24,SWIMAC,,,,6/14/1989
5,4,25,38,0.45,PSYBER,,,,6/14/1989
5,4,26,22,0.35,SWIMAC,,,,6/14/1989
5,4,27,31,0.25,SWIMAC,,,,6/14/1989
5,4,28,25,0.2,SWIMAC,,,,6/14/1989
5,4,29,19,0.34,SWIMAC,,,,6/14/1989
5,4,30,31,0.52,SWIMAC,,,,6/14/1989
5,4,31,34,0.38,SWIMAC,,,,6/14/1989
5,4,32,38,0.5,SWIMAC,,,,6/14/1989
5,4,33,23,0.34,SWIMAC,,,,6/14/1989
5,4,34,28,0.36,SWIMAC,,,,6/14/1989
5,4,35,21,0.34,SWIMAC,,,,6/14/1989
5,4,36,31,0.46,SWIMAC,,,,6/14/1989
5,4,37,27,0.34,SWIMAC,,,,6/14/1989
5,4,38,28,0.37,DACEXC,,,,6/14/1989
5,4,39,28,0.39,SWIMAC,,,,6/14/1989
5,4,40,35,0.46,PIPGLA,,,,6/14/1989
5,4,41,0,0,SWIMAC,,,Dead,6/14/1989
5,4,42,48,0.75,PIPGLA,,,,6/14/1989
5,4,43,33,0.29,DACEXC,,,,6/14/1989
5,4,44,29,0.4,SWIMAC,,,,6/14/1989
5,4,45,38.5,0.42,SWIMAC,,,,6/14/1989
5,4,46,26,0.42,SWIMAC,,,,6/14/1989
5,4,47,30,0.42,SWIMAC,,,,6/14/1989
5,4,48,33.5,0.23,DACEXC,,,,6/14/1989
5,4,49,28,0.25,DACEXC,,,,6/14/1989
5,4,50,0,0,CECSCH,,,Dead,6/14/1989
5,4,51,34,0.29,DACEXC,,,,6/14/1989
5,4,52,26.5,0.38,SWIMAC,,,,6/14/1989
5,4,53,15,0.19,GUAGUI,,,,6/14/1989
5,4,54,19,0.24,DACEXC,,,,6/14/1989
5,4,55,11.5,0.15,GUAGUI,,,,6/14/1989
5,4,56,21,0.24,GUAGUI,,,,6/14/1989
5,4,57,15,0.17,GUAGUI,,,,6/14/1989
5,4,58,11,0.14,GUAGUI,,,,6/14/1989
5,4,59,11,0.17,GUAGUI,,,,6/14/1989
5,4,60,25.5,0.2,DACEXC,,,,6/14/1989
5,4,61,16,0.17,SWIMAC,,,,6/14/1989
5,8,1,70,0.89,PIPGLA,,,,6/14/1989
5,8,2,25,0.57,PIPGLA,,,,6/14/1989
5,8,3,23,0.22,DACEXC,,,,6/14/1989
5,8,4,18,0.34,SWIMAC,,,,6/14/1989
5,8,5,0,0,CECSCH,,,Dead,6/14/1989
5,8,6,27,0.43,SWIMAC,,,,6/14/1989
5,8,7,0,0,SWIMAC,,,Dead,6/14/1989
5,8,8,21,0.36,SWIMAC,,,,6/14/1989
5,8,9,30,0.31,SWIMAC,,,,6/14/1989
5,8,10,21.5,0.31,SWIMAC,,,,6/14/1989
5,8,11,25,0.44,SWIMAC,,,,6/14/1989
5,8,12,30.5,0.39,SWIMAC,,,,6/14/1989
5,8,13,19,0.29,SWIMAC,,,,6/14/1989
5,8,14,0,0,SWIMAC,,,Dead,6/14/1989
5,8,15,128.5,1.5,HETCYM,,,,6/14/1989
5,8,16,0,0,CECSCH,,,Dead,6/14/1989
5,8,17,20,0.29,HETCYM,,,,6/14/1989
5,8,18,0,0,SWIMAC,,,Dead,6/14/1989
5,8,19,21,0.37,SWIMAC,,,,6/14/1989
5,8,20,30,0.37,SWIMAC,,,,6/14/1989
5,8,21,35,0.36,SWIMAC,,,,6/14/1989
5,8,22,30,0.42,SWIMAC,,,,6/14/1989
5,8,23,23,0.36,SWIMAC,,,,6/14/1989
5,8,24,28,0.36,SWIMAC,,,,6/14/1989
5,8,25,26,0.5,PREMON,,,Gully,6/14/1989
5,8,26,13,0.27,PREMON,,,Gully,6/14/1989
5,8,27,34,0.24,HETCYM,,,Red soil,6/14/1989
5,8,28,10,0.14,,,,Red soil;  unknow specie,6/14/1989
5,8,29,14,0.11,GUAGUI,,,,6/14/1989
5,8,30,15,0.16,ALCLAT,,,,6/14/1989
5,8,31,10.5,0.15,SWIMAC,,,,6/14/1989
5,8,32,14,0.12,HETCYM,,,,6/14/1989
5,8,33,11,,GUAGUI,,,No data on diameter,6/14/1989
5,19,1,29,0.36,SWIMAC,,,,6/14/1989
5,19,3,48,0.44,HETCYM,,,,6/14/1989
5,19,5,49,0.37,ALCLAT,,,,6/14/1989
5,19,6,10,0.89,CECSCH,,,,6/14/1989
5,19,7,0,0,HETCYM,,,Dead,6/14/1989
5,19,8,17,0.29,PREMON,,,,6/14/1989
5,19,9,20,0.43,PREMON,,,,6/14/1989
5,23,1,165,1.94,CECSCH,,,,6/14/1989
5,23,2,42.5,0.47,CECSCH,,,,6/14/1989
5,23,3,199,1.24,SOLTOR,,,,6/14/1989
5,23,4,39,0.38,SWIMAC,,,,6/14/1989
6,6,2,92,0.62,CECSCH,,,,6/14/1989
6,6,3,120,0.82,CECSCH,,,,6/14/1989
6,6,4,0,0,CECSCH,,,Dead,6/14/1989
6,6,5,135,1.03,CECSCH,,,,6/14/1989
6,6,6,,,CECSCH,,,Nothing >= 10cm,6/14/1989
6,6,7,0,0,CECSCH,,,Dead,6/14/1989
6,6,8,108,0.69,CECSCH,,,,6/14/1989
6,6,9,62,0.4,CECSCH,,,,6/14/1989
6,6,10,,,CECSCH,,,Nothing >= 10cm,6/14/1989
6,6,11,0,0,CECSCH,,,Dead,6/14/1989
6,6,12,107,0.99,CECSCH,,,,6/14/1989
6,6,13,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
6,6,14,136,1.17,CECSCH,,,,6/14/1989
6,6,15,0,0,INGVER,,,Dead,6/14/1989
6,6,15,71,0.54,INGVER,,,,6/14/1989
6,6,16,98,1.03,UREBAC,,,,6/14/1989
6,6,17,25,0.58,UREBAC,,,,6/14/1989
6,6,18,,,SWIMAC,,,Dead ? (ck 6/90),6/14/1989
6,6,19,35,0.23,SWIMAC,,,,6/14/1989
6,6,20,0,0,SWIMAC,,,Dead,6/14/1989
6,6,21,0,0,SWIMAC,,,Dead,6/14/1989
6,6,22,,,SWIMAC,,,Dead ? (ck 6/90),6/14/1989
6,6,23,145,1.28,CECSCH,,,,6/14/1989
6,6,24,0,0,SWIMAC,,,Dead,6/14/1989
6,6,24,0,0,,,,Dead,6/14/1989
6,6,25,,,SWIMAC,,,Nothing >= 10cm,6/14/1989
6,6,26,44,0.3,INGVER,,,,6/14/1989
6,6,27,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
6,6,28,,,PAUPIN,,,Vine;  (do not count),6/14/1989
6,6,29,32,0.24,SWIMAC,,,,6/14/1989
6,6,30,,,SWIMAC,,,Nothing >= 10cm,6/14/1989
6,6,30,50,0.3,SWIMAC,,,,6/14/1989
6,6,31,35,0.28,SWIMAC,,,,6/14/1989
6,6,32,25,0.3,GUAGUI,,,,6/14/1989
6,6,33,,,SWIMAC,,,Dead ? (ck 6/90),6/14/1989
6,6,34,,,SWIMAC,,,Dead ? (ck 6/90),6/14/1989
6,6,35,26,0.31,SWIMAC,,,,6/14/1989
6,6,36,45,0.61,PIPGLA,,,,6/14/1989
6,6,37,93,0.79,PIPGLA,,,,6/14/1989
6,6,38,54,0.54,PIPGLA,,,,6/14/1989
6,6,39,,,PIPGLA,,,Nothing >= 10cm,6/14/1989
6,6,40,80,0.7,PIPGLA,,,,6/14/1989
6,6,41,118,0.89,SCHMOR,,,,6/14/1989
6,6,42,79,0.61,CECSCH,,,,6/14/1989
6,6,43,36,0.34,SWIMAC,,,,6/14/1989
6,6,44,39,0.42,PREMON,,,,6/14/1989
6,9,1,68,1.36,UREBAC,,,Brown soil,6/14/1989
6,9,2,,,CECSCH,,,Dead ? (ck 6/90),6/14/1989
6,9,3,90,0.94,PIPGLA,,,Brown soil,6/14/1989
6,9,4,165,1.43,PIPGLA,,,Brown soil,6/14/1989
6,9,5,60,0.64,PIPGLA,,,Brown soil,6/14/1989
6,9,6,92,0.62,CECSCH,,,Brown soil,6/14/1989
6,9,7,351,3.09,CECSCH,,,Brown soil,6/14/1989
6,9,8,,,CECSCH,,,No data,6/14/1989
6,9,9,365,4.72,CECSCH,,,Brown soil,6/14/1989
6,9,10,0,0,CECSCH,,,Dead,6/14/1989
6,9,11,30,0.29,INGVER,,,Brown soil,6/14/1989
6,9,12,9,0.25,GUAGUI,,,Brown soil,6/14/1989
6,9,13,22,0.31,GUAGUI,,,Brown soil,6/14/1989
6,9,14,20,0.51,UREBAC,,,Brown soil,6/14/1989
6,9,15,0,0,GUAGUI,,,Dead,6/14/1989
6,9,16,0,0,CECSCH,,,Dead,6/14/1989
6,9,17,0,0,CECSCH,,,Dead,6/14/1989
6,9,18,116,0.87,CECSCH,,,Brown soil,6/14/1989
6,9,19,71,0.52,CECSCH,,,Brown soil,6/14/1989
6,9,20,142,1.44,POTPEL,,,Brown soil,6/14/1989
6,9,21,70,0.6,PSYBER,,,Brown soil,6/14/1989
6,9,22,20,0.29,SWIMAC,,,Brown soil,6/14/1989
6,9,23,0,0,CECSCH,,,Dead,6/14/1989
6,9,24,0,0,CECSCH,,,Dead,6/14/1989
6,9,25,,,INGVER,,,Nothing >= 10cm,6/14/1989
6,9,26,,,MANBID,,,Nothing >= 10cm,6/14/1989
6,9,27,296,2.03,CECSCH,,,Brown soil,6/14/1989
6,9,28,340,3.53,CECSCH,,,Brown soil,6/14/1989
6,9,29,0,0,CECSCH,,,Dead,6/14/1989
6,9,30,120,0.76,CECSCH,,,Brown soil,6/14/1989
6,9,31,25,0.37,INGVER,,,Brown soil,6/14/1989
6,9,32,0,0,CECSCH,,,Dead,6/14/1989
6,9,33,127,0.91,ALCLAT,,,Brown soil,6/14/1989
6,9,34,0,0,INGVER,,,Dead,6/14/1989
6,9,35,110,0.9,CECSCH,,,Brown soil,6/14/1989
6,9,36,29,0.3,ALCLAT,,,Brown soil,6/14/1989
6,9,37,27,0.49,GUAGUI,,,Brown soil,6/14/1989
6,9,38,24,0.25,GUAGUI,,,Brown soil,6/14/1989
6,9,39,0,0,CECSCH,,,Dead,6/14/1989
6,9,40,120,1.01,PIPGLA,,,Brown soil,6/14/1989
6,9,41,26,0.21,INGVER,,,Brown soil,6/14/1989
6,9,42,137,1.58,UREBAC,,,Brown soil,6/14/1989
6,9,43,21,0.34,GUAGUI,,,Brown soil,6/14/1989
6,9,44,150,2.25,UREBAC,,,Brown soil,6/14/1989
6,9,45,22,0.57,UREBAC,,,Brown soil,6/14/1989
6,9,46,45,0.5,PIPGLA,,,Brown soil,6/14/1989
6,9,47,0,0,UREBAC,,,Dead,6/14/1989
6,9,48,25,0.18,SWIMAC,,,Brown soil,6/14/1989
6,9,49,25,0.21,SWIMAC,,,Brown soil,6/14/1989
6,9,50,0,0,SWIMAC,,,Dead,6/14/1989
6,9,51,,,SWIMAC,,,Dead ? (ck 6/90),6/14/1989
6,9,52,35,0.39,SWIMAC,,,Brown soil,6/14/1989
6,9,53,25,0.16,ALCLAT,,,Brown soil,6/14/1989
6,9,54,35,0.34,SWIMAC,,,Brown soil,6/14/1989
6,9,55,28,0.23,SWIMAC,,,Litter,6/14/1989
6,9,56,,,OCOSIN,,,Nothing >= 10cm,6/14/1989
6,9,57,32,0.4,INGVER,,,Brown soil,6/14/1989
6,9,58,31,0.25,SWIMAC,,,Brown soil,6/14/1989
6,9,59,33,0.32,SWIMAC,,,Brown soil,6/14/1989
6,9,60,34,0.31,SWIMAC,,,Brown soil,6/14/1989
6,9,61,106,1,PIPGLA,,,Brown soil,6/14/1989
6,9,62,0,0,SWIMAC,,,Dead,6/14/1989
6,9,63,31,0.31,SWIMAC,,,Brown soil,6/14/1989
6,9,64,28,0.25,SWIMAC,,,Brown soil,6/14/1989
6,9,65,15,0.21,GUAGUI,,,Brown soil,6/14/1989
6,9,66,112,1.05,PIPGLA,,,Brown soil,6/14/1989
6,9,67,,0.61,UREBAC,,,Brown soil;  No data on height,6/14/1989
6,9,68,46,0.64,PREMON,,,Brown soil,6/14/1989
6,9,69,41,0.58,PREMON,,,Brown soil,6/14/1989
6,9,70,30,0.58,PREMON,,,Brown soil,6/14/1989
6,9,71,55,0.85,PREMON,,,Brown soil,6/14/1989
6,9,72,185,1.76,UREBAC,,,Brown soil,6/14/1989
6,12,1,0,0,CECSCH,,,Dead,6/14/1989
6,12,2,0,0,CECSCH,,,Dead,6/14/1989
6,12,3,,,INGVER,,,Dead ? (ck 6/90),6/14/1989
6,12,4,0,0,CECSCH,,,Dead,6/14/1989
6,12,5,0,0,CECSCH,,,Dead,6/14/1989
6,12,6,0,0,CECSCH,,,Dead,6/14/1989
6,12,7,0,0,CECSCH,,,Dead,6/14/1989
6,12,8,161,0.9,CECSCH,,,Brown soil,6/14/1989
6,12,9,0,0,CECSCH,,,Dead,6/14/1989
6,12,10,257,1.67,CECSCH,,,Brown soil,6/14/1989
6,12,11,188,1.25,CECSCH,,,Brown soil,6/14/1989
6,12,12,144,0.75,CECSCH,,,Brown soil,6/14/1989
6,12,13,0,0,CECSCH,,,Dead,6/14/1989
6,12,14,0,0,CECSCH,,,Dead,6/14/1989
6,12,15,0,0,INGVER,,,Dead,6/14/1989
6,12,16,0,0,INGVER,,,Dead,6/14/1989
6,12,17,0,0,INGVER,,,Dead,6/14/1989
6,12,18,0,0,INGVER,,,Dead,6/14/1989
6,12,19,0,0,INGVER,,,Dead,6/14/1989
6,12,20,0,0,INGVER,,,Dead,6/14/1989
6,12,21,0,0,INGVER,,,Dead,6/14/1989
6,12,22,260,3.72,UREBAC,,,Brown soil,6/14/1989
6,12,23,250,1.72,UREBAC,,,Brown soil,6/14/1989
6,12,24,170,2.48,UREBAC,,,Brown soil,6/14/1989
6,12,25,140,1.77,UREBAC,,,Brown soil,6/14/1989
6,12,26,0,0,CECSCH,,,Dead,6/14/1989
6,12,27,0,0,CECSCH,,,Dead,6/14/1989
6,12,28,0,0,CECSCH,,,Dead,6/14/1989
6,12,29,0,0,CECSCH,,,Dead,6/14/1989
6,12,30,0,0,CECSCH,,,Dead,6/14/1989
6,12,31,0,0,CECSCH,,,Dead,6/14/1989
6,12,32,66,0.58,INGVER,,,Brown soil,6/14/1989
6,12,33,0,0,UREBAC,,,Dead,6/14/1989
6,12,34,0,0,CECSCH,,,Dead,6/14/1989
6,12,34,0,0,CECSCH,,,Dead,6/14/1989
6,12,35,74.5,0.54,ALCLAT,,,Brown soil,6/14/1989
6,12,36,81,0.79,ALCLAT,,,Brown soil,6/14/1989
6,12,37,27,0.27,SWIMAC,,,Brown soil,6/14/1989
6,12,38,26,0.2,SWIMAC,,,Brown soil,6/14/1989
6,12,39,32,0.27,SWIMAC,,,Brown soil,6/14/1989
6,12,40,32,0.28,SWIMAC,,,Brown soil,6/14/1989
6,12,41,16,0.3,UREBAC,,,Brown soil,6/14/1989
6,12,42,0,0,INGVER,,,Dead,6/14/1989
6,12,43,0,0,INGVER,,,Dead,6/14/1989
6,12,44,0,0,INGVER,,,Dead,6/14/1989
6,12,45,0,0,INGVER,,,Dead,6/14/1989
6,12,46,0,0,INGVER,,,Dead,6/14/1989
6,12,47,0,0,INGVER,,,Dead,6/14/1989
6,12,48,17.5,0.18,SWIMAC,,,Brown soil,6/14/1989
6,12,49,39,0.5,PIPGLA,,,Brown soil,6/14/1989
6,12,50,32.8,0.42,SOLTOR,,,Brown soil,6/14/1989
6,12,51,50,0.65,PIPGLA,,,Brown soil;  Same as 52,6/14/1989
6,12,52,65,0.65,PIPGLA,,,Brown soil;  Same as 51,6/14/1989
6,15,1,0,0,CECSCH,,,Dead,6/14/1989
6,15,2,23,0.3,SWIMAC,,,Brown soil,6/14/1989
6,15,3,27,0.27,INGVER,,,Brown soil,6/14/1989
6,15,4,0,0,CECSCH,,,Dead,6/14/1989
6,15,5,0,0,UREBAC,,,Dead,6/14/1989
6,15,6,0,0,UREBAC,,,Dead,6/14/1989
6,15,7,0,0,CECSCH,,,Dead,6/14/1989
6,15,8,20,0.31,SWIMAC,,,Brown soil,6/14/1989
6,15,9,25,0.24,SWIMAC,,,Brown soil,6/14/1989
6,15,10,25.5,0.37,SWIMAC,,,Brown soil,6/14/1989
6,15,11,21.5,0.29,SWIMAC,,,Brown soil,6/14/1989
6,15,12,0,0,CECSCH,,,Dead,6/14/1989
6,15,13,0,0,CECSCH,,,Dead,6/14/1989
6,15,14,20.5,0.26,MICRAC,,,Brown soil,6/14/1989
6,15,15,0,0,CECSCH,,,Dead,6/14/1989
6,15,16,116,0.96,CECSCH,,,Brown soil,6/14/1989
6,15,17,70.5,0.83,PSYBER,,,Brown soil,6/14/1989
6,15,18,25,0.25,SWIMAC,,,Brown soil,6/14/1989
6,15,19,153,1.7,UREBAC,,,Brown soil,6/14/1989
6,15,20,40,0.42,PIPHIS,,,Brown soil,6/14/1989
6,15,21,13,0.48,UREBAC,,,Brown soil,6/14/1989
6,15,22,22,0.34,SWIMAC,,,Brown soil,6/14/1989
1,4,1,240,27.15,SOLTOR,,,,11/27/1989
1,4,2,235,19.39,PSYBER,,,,11/27/1989
1,4,3,33,4.16,SWIMAC,,,,11/27/1989
1,7,1,0,0,CECSCH,,,Dead,11/27/1989
1,7,2,0,0,CECSCH,,,Dead,11/27/1989
1,7,3,159,21.97,CECSCH,,,Sprouting,11/27/1989
1,7,4,87,14.49,CECSCH,,,Sprouting,11/27/1989
1,7,5,0,0,SWIMAC,,,Dead,11/27/1989
1,7,6,134,18.29,CECSCH,,,,11/27/1989
1,7,7,0,0,CECSCH,,,Dead,11/27/1989
1,7,8,225,20.55,HETCYM,,,,11/27/1989
