Transect,Plot,Tag number,Height,Diameter,Species,gt10cm,lt10cm,Comments,Start Date
5,8,1,14.9,0.53,PIPGLA,,,Red newly exposed soil; veg-reprod. from outside;  now rooted,6/3/1988
6,15,4,12.9,0.29,CECSCH,,,Litter;  Red newly exposed soil; gully,6/3/1988
6,15,5,25.2,0.76,UREBAC,,,Litter;  Red newly exposed soil; gully,6/3/1988
2,7,1,31.6,0.33,CECSCH,,,Brown old soil; island; rocky,6/3/1988
2,7,2,18.5,0.31,CECSCH,,,Brown old soil; island; rocky,6/3/1988
2,7,3,59.5,0.54,PIPGLA,,,Brown old soil; island; rocky,6/3/1988
2,7,4,37.5,0.7,PIPGLA,,,Brown old soil; island; rocky,6/3/1988
2,7,5,15.2,0.21,CECSCH,,,Brown old soil; island; rocky,6/3/1988
2,7,6,18.6,0.23,CECSCH,,,Brown old soil; island; rocky,6/3/1988
2,7,7,15.4,0.27,CECSCH,,,Brown old soil; island; rocky,6/3/1988
2,7,8,17.6,0.23,CECSCH,,,Brown old soil; island; rocky,6/3/1988
2,7,9,14.8,0.19,CECSCH,,,Brown old soil; island; rocky,6/3/1988
2,7,10,9.8,0.2,CECSCH,,,Brown old soil; island; rocky,6/3/1988
4,24,1,68,0.46,CECSCH,,,r-soil;  rocky;  litter,2/23/1989
4,24,32,42.5,0.49,INGVER,,,b-soil;  rocky;  litter,2/23/1989
4,24,34,30,0.4,INGVER,,,b-soil;  rocky;  litter,2/23/1989
4,24,36,173,0.84,CECSCH,,,b-soil;  rocky;  litter,2/23/1989
5,4,28,25.1,0.22,SWIMAC,,,r-soil;  gully;  litter,2/23/1989
5,4,29,17,0.24,SWIMAC,,,r-soil;  gully;  litter,2/23/1989
5,4,33,22.5,0.3,SWIMAC,,,b-soil;  rocky;  litter,2/23/1989
5,4,34,22,0.3,SWIMAC,,,b-soil;  rocky;  litter,2/23/1989
5,4,35,20,0.33,SWIMAC,,,b-soil;  rocky;  litter,2/23/1989
5,4,46,21.2,0.33,SWIMAC,,,r-soil;  rocks;  litter,2/23/1989
5,4,47,25.1,0.38,SWIMAC,,,r-soil;  rocks;  litter,2/23/1989
6,6,6,145,1.82,CECSCH,,,r-soil;  rocky;  litter,2/23/1989
6,12,15,0,0,INGVER,,,Live trunk;  dead;  new growth,2/23/1989
6,6,28,,,PAUPIN,,,Do nutrient;  vine;  No data,2/23/1989
6,9,50,20.5,0.28,SWIMAC,,,Rock;  r-soil;  paraller to soil,2/23/1989
5,19,1,25.5,0.38,SWIMAC,,,r-soil;  litter;  rocky,2/23/1989
5,19,2,34,0.26,SWIMAC,,,r-soil;  litter;  rocky,2/23/1989
5,19,3,37.5,0.32,HETCYM,,,r-soil;  litter;  rocky,2/23/1989
5,19,5,47,0.3,ALCLAT,,,r-soil;  litter;  rocky,2/23/1989
5,19,6,85,0.78,CECSCH,,,r-soil;  litter;  rocky,2/23/1989
5,19,7,34,0.28,HETCYM,,,r-soil;  litter;  rocky,2/23/1989
6,12,23,155,1.77,UREBAC,,,Rocky;  litter;  same pl as 22,2/23/1989
6,12,22,250,3.62,UREBAC,,,Rocky;  litter;  same pl as 23,2/23/1989
6,12,25,125,1.74,UREBAC,,,Rocky;  closed to LT;  same pl as 24,2/23/1989
6,12,24,250,2.48,UREBAC,,,Rocky;  closed to LT;  same pl as 25,2/23/1989
6,6,36,30,0.63,PIPGLA,,,r-soil;  rock;  stolon,2/23/1989
6,15,20,71,0.5,PIPHIS,,,Litter;  red soil;  stolon,2/23/1989
6,6,16,77.5,1.41,UREBAC,,,r-soil;  litter;  survival,2/23/1989
5,4,30,45,0.6,SWIMAC,,,Dying; def.; b.s.,12/21/1992
6,6,15,40,1.86,INGVER,,,BS;  TB;  SP,5/26/1994
6,15,19,141,0.74,UREBAC,,,Red soil;  litter;  stolon;  broke,2/23/1989
4,24,33,0,0,SOLTOR,,,b-soil;  rocky;  litter;  dead,2/23/1989
4,24,35,0,0,CECSCH,,,b-soil;  rocky;  litter;  dead,2/23/1989
4,24,5,0,0,CECSCH,,,r-soil;  litter;  rocks;  dead,2/23/1989
5,19,4,0,0,CECSCH,,,r-soil;  litter;  rocky;  dead,2/23/1989
6,12,22,76,2.04,UREBAC,,,Brown old soil;  litter;  Inga;  trunk,6/3/1988
6,12,23,55,1.23,UREBAC,,,Brown old soil;  litter;  Inga;  trunk,6/3/1988
6,12,24,72,1.65,UREBAC,,,Brown old soil;  litter;  Inga;  trunk,6/3/1988
6,12,25,64,1.51,UREBAC,,,Brown old soil;  litter;  Inga;  trunk,6/3/1988
6,12,26,60,0.47,CECSCH,,,Brown old soil;  litter;  Inga;  trunk,6/3/1988
6,12,27,52,0.47,CECSCH,,,Brown old soil;  litter;  Inga;  trunk,6/3/1988
6,12,28,18,0.28,CECSCH,,,Brown old soil;  litter;  Inga;  trunk,6/3/1988
6,12,29,17.5,0.27,CECSCH,,,Brown old soil;  litter;  Inga;  trunk,6/3/1988
6,12,30,,0.22,CECSCH,,,Brown old soil;  litter;  Inga;  trunk;  no data in height,6/3/1988
6,12,31,15,0.19,CECSCH,,,Brown old soil;  litter;  Inga;  trunk,6/3/1988
6,12,32,26,0.37,INGVER,,,Brown old soil;  litter;  Inga;  trunk,6/3/1988
6,12,33,19,0.67,UREBAC,,,Brown old soil;  litter;  Inga;  trunk,6/3/1988
6,12,34,38,0.26,CECSCH,,,Brown old soil;  litter;  Inga;  trunk,6/3/1988
6,12,35,19.5,0.11,CECSCH,,,Brown old soil;  litter;  Inga;  trunk,6/3/1988
6,12,36,16,0.18,CECSCH,,,Brown old soil;  litter;  Inga;  trunk,6/3/1988
4,15,1,33.6,0.67,CECSCH,,,Red newly exposed; gully; litter; debris,6/3/1988
1,4,1,7.5,0.38,SOLTOR,,,Tip up,6/3/1988
1,7,1,24.4,0.51,CECSCH,,,Brown old soil,6/3/1988
1,7,2,29.5,0.56,CECSCH,,,Brown old soil,6/3/1988
1,7,3,44,0.46,CECSCH,,,Brown old soil,6/3/1988
1,7,4,41.9,0.53,CECSCH,,,Brown old soil,6/3/1988
1,7,5,18.2,0.64,SWIMAC,,,Brown old soil,6/3/1988
1,7,6,42.4,0.53,CECSCH,,,Brown old soil,6/3/1988
1,7,7,43.6,0.44,CECSCH,,,Brown old soil,6/3/1988
1,7,8,20.4,0.36,HETCYM,,,Brown old soil,6/3/1988
1,7,9,12.5,0.21,CECSCH,,,Brown old soil,6/3/1988
1,7,10,16,0.13,CECSCH,,,Brown old soil,6/3/1988
1,7,11,34.6,0.64,CECSCH,,,Brown old soil,6/3/1988
1,7,12,31,0.32,CECSCH,,,Brown old soil,6/3/1988
1,7,13,34.5,0.44,PIPGLA,,,Brown old soil,6/3/1988
1,12,1,50,0.66,SOLTOR,,,Red soil / Gully,6/3/1988
1,12,2,41.8,0.48,SOLTOR,,,Red soil / Gully,6/3/1988
1,12,3,40.1,0.67,PIPGLA,,,Red soil / Gully,6/3/1988
1,12,4,25.9,0.45,CECSCH,,,Tip up / Roots,6/3/1988
1,12,5,37.2,0.45,CECSCH,,,Tip up / Roots,6/3/1988
1,12,6,17.5,0.71,UREBAC,,,Below rocks,6/3/1988
1,12,7,42.3,0.32,CECSCH,,,Below rocks,6/3/1988
1,12,8,40.2,0.52,CECSCH,,,Crevice in roots,6/3/1988
1,12,9,36.5,0.38,CECSCH,,,Red soil,6/3/1988
1,12,10,32,0.36,CECSCH,,,Roots,6/3/1988
1,12,11,30.5,0.25,CECSCH,,,Red soil,6/3/1988
1,12,12,31.8,0.33,CECSCH,,,Roots,6/3/1988
1,12,13,36.3,0.52,CECSCH,,,Roots,6/3/1988
1,12,14,18.5,0.17,HETCYM,,,Crevice in roots,6/3/1988
1,12,15,24.5,0.42,CECSCH,,,Below rocks,6/3/1988
1,18,,,,,,,Nothing >= 10 cm tall,6/3/1988
2,3,1,37.1,0.54,CECSCH,,,Palm tip up brown old soil,6/3/1988
2,3,2,25.4,0.46,CECSCH,,,Palm tip up brown old soil,6/3/1988
2,3,3,27,0.44,CECSCH,,,Palm tip up brown old soil,6/3/1988
2,16,1,13.7,0.35,PHYICO,,,Red soil,6/3/1988
2,16,2,27.1,0.52,CECSCH,,,Red soil,6/3/1988
2,16,3,38.5,0.55,CECSCH,,,Red soil,6/3/1988
2,16,4,43.5,0.77,CECSCH,,,Red soil,6/3/1988
2,16,5,16.5,0.39,SOLTOR,,,Red soil,6/3/1988
2,16,6,10.5,0.29,SOLTOR,,,Red soil,6/3/1988
2,16,7,15.9,0.52,SOLTOR,,,Red soil,6/3/1988
2,16,8,12.8,0.39,SOLTOR,,,Red soil,6/3/1988
2,19,,,,,,,,6/3/1988
3,6,1,10,0.47,UREBAC,,,Brown old soil,6/3/1988
3,6,2,13.5,0.26,GUAGUI,,,Brown old soil,6/3/1988
3,10,1,41.6,1.56,PHYICO,,,Red newly exposed soil,6/3/1988
3,10,2,16.5,0.44,CECSCH,,,Red newly exposed soil,6/3/1988
3,16,,,,,,,Nothing >= 10cm tall,6/3/1988
3,19,1,14.5,0.55,CECSCH,,,Red newly exposed soil,6/3/1988
3,19,2,30.2,0.61,PIPGLA,,,Brown old soil/Red newly exposed soil / connected,6/3/1988
3,19,3,40.5,0.88,PIPGLA,,,Brown old soil/Red newly exposed soil / connected,6/3/1988
4,9,1,11.8,0.41,SOLTOR,,,Red newly exposed;  gully,6/3/1988
4,9,1,11.8,0.41,SOLTOR,,,Red soil,6/3/1988
4,15,1,33.6,0.67,CECSCH,,,Red soil,6/3/1988
4,18,1,10.1,0.18,CECSCH,,,Litter & rocky; red newly exposed soil,6/3/1988
4,18,1,10.1,0.18,CECSCH,,,Litter red rocky,6/3/1988
4,18,2,27.4,0.5,CECSCH,,,Litter & rocky; red newly exposed soil,6/3/1988
4,18,2,27.4,0.5,CECSCH,,,Red soil,6/3/1988
4,18,3,40,0.52,CECSCH,,,Red soil,6/3/1988
4,18,3,40,0.52,CECSCH,,,Litter & rocky; red newly exposed soil,6/3/1988
4,18,4,28.4,0.28,CECSCH,,,Red soil,6/3/1988
4,18,4,28.4,0.28,CECSCH,,,Litter & rocky; red newly exposed soil,6/3/1988
4,18,5,23.3,0.34,CECSCH,,,Litter & rocky; red newly exposed soil,6/3/1988
4,18,5,23.3,0.34,CECSCH,,,Red soil,6/3/1988
4,18,6,15.9,0.23,CECSCH,,,Litter & rocky; red newly exposed soil,6/3/1988
4,18,6,15.9,0.23,CECSCH,,,Red soil,6/3/1988
4,18,7,11.6,0.18,CECSCH,,,Less rocky,6/3/1988
4,18,7,11.6,0.18,CECSCH,,,Less rocky,6/3/1988
4,18,8,18.2,0.3,CECSCH,,,Brown soil,6/3/1988
4,18,8,18.2,0.3,CECSCH,,,Brown old soil,6/3/1988
4,18,9,14.3,0.25,CECSCH,,,Red soil,6/3/1988
4,18,9,14.3,0.25,CECSCH,,,Red newly exposed,6/3/1988
4,18,10,20.4,0.23,CECSCH,,,,6/3/1988
4,18,10,20.4,0.23,CECSCH,,,Red soil,6/3/1988
4,24,1,16.2,0.27,CECSCH,,,Brown soil,6/3/1988
4,24,2,28.9,0.59,ALCLAT,,,Brown soil,6/3/1988
4,24,3,31.2,0.47,CECSCH,,,Brown soil,6/3/1988
4,24,4,12.5,0.26,CECSCH,,,Red soil,6/3/1988
4,24,5,10,0.22,CECSCH,,,Brown soil,6/3/1988
4,24,6,21.2,0.22,CECSCH,,,Brown soil,6/3/1988
4,24,7,28.3,0.36,CECSCH,,,Brown soil,6/3/1988
4,24,8,25.4,0.49,CECSCH,,,Decomp. wood,6/3/1988
4,24,9,16.3,0.21,CECSCH,,,Decomp. wood,6/3/1988
4,24,10,11.6,0.25,CECSCH,,,Decomp. wood,6/3/1988
4,24,11,27.5,0.34,CECSCH,,,Decomp. wood,6/3/1988
4,24,12,24.7,0.39,CECSCH,,,Decomp. wood,6/3/1988
4,24,13,66.1,0.42,CECSCH,,,Decomp. wood,6/3/1988
4,24,14,64.2,0.29,CECSCH,,,Decomp. wood,6/3/1988
4,24,15,76.4,0.64,CECSCH,,,Decomp. wood,6/3/1988
4,24,16,31.5,0.26,CECSCH,,,Decomp. wood,6/3/1988
4,24,17,37.1,0.31,CECSCH,,,Decomp. wood,6/3/1988
4,24,18,49.3,0.31,CECSCH,,,Decomp. wood,6/3/1988
4,24,19,38.1,0.31,CECSCH,,,Decomp. wood,6/3/1988
4,24,20,18.8,0.17,CECSCH,,,Decomp. wood,6/3/1988
4,24,21,26.2,0.23,CECSCH,,,Decomp. wood,6/3/1988
4,24,22,25.7,0.21,CECSCH,,,Decomp. wood,6/3/1988
4,24,23,33.2,0.24,CECSCH,,,Decomp. wood,6/3/1988
4,24,24,18.5,0.43,PIPGLA,,,Gully red soil/Same as 25,6/3/1988
4,24,25,38.5,0.51,PIPGLA,,,Gully red soil/Same as 24,6/3/1988
4,24,26,52,0.34,CECSCH,,,Litter in gully,6/3/1988
4,24,27,55.3,0.79,PIPGLA,,,Red soil litter,6/3/1988
4,24,28,80,1.09,PIPGLA,,,Red soil litter,6/3/1988
4,24,29,88.3,1.39,PIPGLA,,,Red soil litter,6/3/1988
4,24,30,55.1,0.42,ALCLAT,,,Litter in gully,6/3/1988
4,24,31,37.3,0.21,CECSCH,,,Brown soil litter,6/3/1988
4,24,32,28.9,0.42,INGVER,,,Brown soil litter,6/3/1988
4,24,33,65.5,0.56,SOLTOR,,,Brown soil litter,6/3/1988
4,24,34,19.57,0.44,INGVER,,,Below wood,6/3/1988
4,24,35,44.4,0.32,CECSCH,,,Brown soil litter,6/3/1988
4,24,36,50.1,0.42,CECSCH,,,Brown soil litter,6/3/1988
5,4,1,20.3,0.74,PIPGLA,,,Brown old soil;  litter,6/3/1988
5,4,2,42,0.66,PIPGLA,,,Brown old soil;  litter,6/3/1988
5,4,3,20.5,0.39,CECSCH,,,Red newly exposed soil;  under palm trunk,6/3/1988
5,4,4,16.5,0.31,CECSCH,,,Brown old soil;  under palm trunk,6/3/1988
5,4,5,24.5,0.54,CECSCH,,,Brown old soil,6/3/1988
5,4,6,30.1,0.46,CECSCH,,,Brown old soil,6/3/1988
5,4,7,18.2,0.27,CECSCH,,,Brown old soil,6/3/1988
5,4,8,28.1,0.48,CECSCH,,,Brown old soil,6/3/1988
5,4,9,19,0.22,SWIMAC,,,Red newly exposed soil,6/3/1988
5,19,,,,,,,Nothing >= 10cm tall,6/3/1988
5,23,1,10.5,0.44,CECSCH,,,Red newly exposed soil;  dead wood,6/3/1988
6,6,1,10.3,0.19,CECSCH,,,Red soil / litter,6/3/1988
6,6,2,14.2,0.29,CECSCH,,,Red soil / litter,6/3/1988
6,6,3,16.5,0.26,CECSCH,,,Red soil / litter,6/3/1988
6,6,4,15.3,0.18,CECSCH,,,Red soil / litter,6/3/1988
6,6,5,14.8,0.32,CECSCH,,,Red soil / litter,6/3/1988
6,6,6,26.3,0.42,CECSCH,,,Red soil / litter,6/3/1988
6,6,7,14.1,0.24,CECSCH,,,Red soil / litter,6/3/1988
6,6,8,19.4,0.29,CECSCH,,,Red soil / litter,6/3/1988
6,6,9,12.1,0.18,CECSCH,,,Red soil / litter,6/3/1988
6,6,10,12.6,0.14,CECSCH,,,Red soil / litter,6/3/1988
6,6,11,12.4,0.18,CECSCH,,,Red soil / litter,6/3/1988
6,6,12,16.7,0.25,CECSCH,,,Red soil / litter,6/3/1988
6,6,13,15.5,0.27,CECSCH,,,Red soil / litter,6/3/1988
6,6,14,10.6,0.21,CECSCH,,,Brown soil,6/3/1988
6,6,15,41.5,1.6,INGVER,,,Brown soil,6/3/1988
6,6,16,7.8,1.13,UREBAC,,,Litter / same as 17,6/3/1988
6,6,17,10.3,1.17,UREBAC,,,Litter / same as 16,6/3/1988
6,6,18,16.7,0.23,SWIMAC,,,Litter,6/3/1988
6,9,1,45.6,1.37,UREBAC,,,Red newly exposed soil;  Brown old soil,6/3/1988
6,9,1,45.6,1.37,UREBAC,,,Red brown soil,6/3/1988
6,9,2,33.4,0.59,PIPGLA,,,Litter / same as 3 & 4,6/3/1988
6,9,2,33.4,0.59,PIPGLA,,,Litter;  same as 3;  4 & 5,6/3/1988
6,9,3,70.2,0.94,PIPGLA,,,Litter;  same as 2;  4 & 5,6/3/1988
6,9,3,70.2,0.94,PIPGLA,,,Litter / same as 2 & 4,6/3/1988
6,9,4,49.2,0.96,PIPGLA,,,Litter / same as 2 & 3,6/3/1988
6,9,4,49.2,0.96,PIPGLA,,,Litter;  same as 2;  3 & 5,6/3/1988
6,9,5,22.7,0.56,PIPGLA,,,Rocky,6/3/1988
6,9,5,22.7,0.56,PIPGLA,,,Litter;  same as 2;  3 & 4,6/3/1988
6,9,6,31.9,0.34,CECSCH,,,Brown old soil;  Red newly exposed soil,6/3/1988
6,9,6,31.9,0.34,CECSCH,,,Mix brown red,6/3/1988
6,9,7,40.4,0.62,CECSCH,,,Mix brown red,6/3/1988
6,9,7,40.4,0.62,CECSCH,,,Brown old soil;  Red newly exposed soil,6/3/1988
6,9,8,11.8,0.12,CECSCH,,,Brown old soil;  Red newly exposed soil,6/3/1988
6,9,8,11.8,0.12,CECSCH,,,Mix brown red,6/3/1988
6,9,9,57.1,0.97,CECSCH,,,Debris,6/3/1988
6,9,9,57.1,0.97,CECSCH,,,Debris mix,6/3/1988
6,9,10,19.2,0.15,CECSCH,,,Debris mix,6/3/1988
6,9,10,19.2,0.15,CECSCH,,,Debris,6/3/1988
6,9,11,22.1,0.19,INGVER,,,Debris mix brown,6/3/1988
6,9,11,22.1,0.19,INGVER,,,Debris,6/3/1988
6,9,12,13.5,0.19,GUAGUI,,,Debris mix,6/3/1988
6,9,12,13.5,0.19,GUAGUI,,,Crevice,6/3/1988
6,9,13,12.5,0.24,GUAGUI,,,Rocky litter,6/3/1988
6,9,13,12.5,0.24,GUAGUI,,,Rocks;  litter,6/3/1988
6,9,14,19.5,0.47,UREBAC,,,Litter crevice,6/3/1988
6,9,14,19.5,0.47,UREBAC,,,Crevice,6/3/1988
6,9,15,12.7,0.26,GUAGUI,,,Litter,6/3/1988
6,9,15,12.7,,GUAGUI,,,Litter;  No data in diameter,6/3/1988
6,9,16,34.2,0.29,CECSCH,,,Litter crevice,6/3/1988
6,9,16,34.2,0.29,CECSCH,,,Crevice litter,6/3/1988
6,9,17,32.3,0.3,CECSCH,,,Litter crevice,6/3/1988
6,9,17,32.3,0.3,CECSCH,,,Crevice litter,6/3/1988
6,9,18,57.8,0.55,CECSCH,,,Litter crevice,6/3/1988
6,9,18,57.8,0.55,CECSCH,,,Crevice litter,6/3/1988
6,9,19,31.2,0.39,CECSCH,,,Brown litter,6/3/1988
6,9,19,31.2,0.39,CECSCH,,,Crevice litter;  Brown old soil,6/3/1988
6,9,20,12,0.45,POTPEL,,,Brown litter,6/3/1988
6,9,20,12,0.45,POTPEL,,,Litter;  Brown old soil,6/3/1988
6,9,21,17.6,0.2,PHYICO,,,Litter;  Brown old soil,6/3/1988
6,9,21,17.6,0.2,PHYICO,,,Brown litter,6/3/1988
6,9,22,13.8,0.27,GUAGUI,,,Brown litter,6/3/1988
6,9,22,13.8,0.27,GUAGUI,,,Litter;  Brown old soil,6/3/1988
6,9,23,30,0.25,GUAGUI,,,Brown litter,6/3/1988
6,9,23,30,0.25,CECSCH,,,Litter;  Brown old soil,6/3/1988
6,9,24,25.2,0.28,CECSCH,,,Brown litter,6/3/1988
6,9,24,25.2,0.28,CECSCH,,,Litter;  Brown old soil,6/3/1988
6,9,25,10.3,0.19,INGVER,,,Brown litter,6/3/1988
6,9,25,10.3,0.19,INGVER,,,Litter;  Brown old soil,6/3/1988
6,9,26,14.7,0.32,MANBID,,,Below rock,6/3/1988
6,9,26,14.7,0.32,MANBID,,,Under rock,6/3/1988
6,9,27,46.4,0.62,CECSCH,,,Litter,6/3/1988
6,9,27,46.4,0.62,CECSCH,,,Litter,6/3/1988
6,9,28,60.2,0.78,CECSCH,,,Litter brown soil,6/3/1988
6,9,28,60.2,0.78,CECSCH,,,Brown old soil,6/3/1988
6,9,29,45.5,0.32,CECSCH,,,Litter brown soil,6/3/1988
6,9,29,45.5,0.32,CECSCH,,,Brown old soil,6/3/1988
6,9,30,49.9,0.49,CECSCH,,,Brown old soil,6/3/1988
6,9,30,49.9,0.49,CECSCH,,,Litter brown soil,6/3/1988
6,9,31,19.4,0.37,INGVER,,,Brown old soil,6/3/1988
6,9,31,19.4,0.37,INGVER,,,Litter brown soil,6/3/1988
6,9,32,32.4,0.41,CECSCH,,,Brown old soil,6/3/1988
6,9,32,32.4,0.41,CECSCH,,,Litter brown soil,6/3/1988
6,9,33,32.4,0.78,ALCLAT,,,Brown old soil,6/3/1988
6,9,33,32.4,0.78,ALCLAT,,,Litter brown soil,6/3/1988
6,9,34,25.5,0.41,INGVER,,,Brown old soil,6/3/1988
6,9,34,25.5,0.41,INGVER,,,Litter brown soil,6/3/1988
6,9,35,48,0.76,CECSCH,,,To broken part,6/3/1988
6,9,35,59.7,0.76,CECSCH,,,Litter brown soil broke,6/3/1988
6,9,36,21,0.28,ALCLAT,,,,6/3/1988
6,9,36,21,0.28,ALCLAT,,,Litter brown soil,6/3/1988
6,9,37,17.1,0.47,GUAGUI,,,Bare soil;  Brown old soil,6/3/1988
6,9,37,17.1,0.47,GUAGUI,,,Brown soil,6/3/1988
6,9,38,14.8,0.25,GUAGUI,,,,6/3/1988
6,9,38,14.8,0.25,GUAGUI,,,Brown soil,6/3/1988
6,9,39,17.3,0.32,INGVER,,,,6/3/1988
6,9,39,17.3,0.32,INGVER,,,Brown soil,6/3/1988
6,9,40,36.6,0.78,PIPGLA,,,,6/3/1988
6,9,40,36.6,0.78,PIPGLA,,,Brown soil,6/3/1988
6,9,41,21,0.28,INGVER,,,Litter,6/3/1988
6,9,41,21,0.28,INGVER,,,Litter,6/3/1988
6,9,42,48.5,0.99,UREBAC,,,Litter;  Brown old soil,6/3/1988
6,9,42,48.5,0.99,UREBAC,,,Litter,6/3/1988
6,9,43,12,0.24,GUAGUI,,,Litter;  gully,6/3/1988
6,9,43,12,0.24,GUAGUI,,,Litter gully,6/3/1988
6,9,44,64.3,1.58,UREBAC,,,,6/3/1988
6,9,44,64.3,1.58,UREBAC,,,Litter gully,6/3/1988
6,9,45,15.6,0.78,UREBAC,,,,6/3/1988
6,9,45,15.6,0.78,UREBAC,,,Litter gully,6/3/1988
6,9,46,14.2,0.38,PIPGLA,,,,6/3/1988
6,9,46,14.2,0.38,PIPGLA,,,Litter gully,6/3/1988
6,9,47,24.4,0.72,UREBAC,,,,6/3/1988
6,9,47,24.4,0.72,UREBAC,,,Litter gully,6/3/1988
6,12,1,39,0.31,CECSCH,,,Brown old soil; under or near live Inga log,6/3/1988
6,12,2,39,0.52,CECSCH,,,Brown old soil; under or near live Inga log,6/3/1988
6,12,3,45,0.46,CECSCH,,,Brown old soil; under or near live Inga log,6/3/1988
6,12,4,31,0.33,CECSCH,,,Brown old soil; under or near live Inga log,6/3/1988
6,12,5,24.5,0.19,CECSCH,,,Brown old soil; under or near live Inga log,6/3/1988
6,12,6,28.5,0.29,CECSCH,,,Brown old soil; under or near live Inga log,6/3/1988
6,12,7,14,0.21,CECSCH,,,Brown old soil; under or near live Inga log,6/3/1988
6,12,8,52,0.48,CECSCH,,,Brown old soil; under or near live Inga log,6/3/1988
6,12,9,18.7,0.24,CECSCH,,,Brown old soil; under or near live Inga log,6/3/1988
6,12,10,52,0.52,CECSCH,,,Brown old soil; under or near live Inga log,6/3/1988
6,12,11,51,0.52,CECSCH,,,Brown old soil; under or near live Inga log,6/3/1988
6,12,12,47,0.5,CECSCH,,,Brown old soil; under or near live Inga log,6/3/1988
6,12,13,12,0.21,CECSCH,,,Brown old soil; under or near live Inga log,6/3/1988
6,12,14,35,0.38,CECSCH,,,Brown old soil; under or near live Inga log,6/3/1988
6,12,15,28,0.51,INGVER,,,Log sprouts,6/3/1988
6,12,16,42,0.54,INGVER,,,Log sprouts,6/3/1988
6,12,17,41,0.52,INGVER,,,Log sprouts,6/3/1988
6,12,18,17,0.41,INGVER,,,Log sprouts,6/3/1988
6,12,19,25,0.37,INGVER,,,Log sprouts,6/3/1988
6,12,20,21.5,0.37,INGVER,,,Log sprouts,6/3/1988
6,12,21,24,0.41,INGVER,,,Log sprouts,6/3/1988
6,15,1,14.9,0.26,CECSCH,,,Litter;  Red newly exposed soil,6/3/1988
6,15,1,14.9,0.26,CECSCH,,,Litter red,6/3/1988
6,15,2,16.9,0.26,SWIMAC,,,Litter red,6/3/1988
6,15,2,16.9,0.26,SWIMAC,,,Litter;  Red newly exposed soil,6/3/1988
6,15,3,17.4,0.27,INGVER,,,Bare red,6/3/1988
6,15,3,17.4,0.27,INGVER,,,Red newly exposed soil;  no litter,6/3/1988
6,15,4,12.9,0.29,CECSCH,,,Litter red gully,6/3/1988
6,15,5,25.2,0.76,UREBAC,,,Litter red / same as 6,6/3/1988
6,15,6,12.4,0.54,UREBAC,,,Same plant as 5,6/3/1988
6,15,6,12.4,0.54,UREBAC,,,Litter red / same as 5,6/3/1988
6,15,7,22.8,0.22,CECSCH,,,Litter brown,6/3/1988
6,15,7,22.8,0.22,CECSCH,,,,6/3/1988
1,4,1,150,1.42,SOLTOR,,,,10/25/1988
1,4,2,42,0.68,PSYBER,,,,10/25/1988
1,4,3,23,0.33,SWIMAC,,,,10/25/1988
1,7,1,93,0.79,CECSCH,,,,10/25/1988
1,7,2,115,0.85,CECSCH,,,,10/25/1988
1,7,3,140,1,CECSCH,,,,10/25/1988
1,7,4,115,1.08,CECSCH,,,,10/25/1988
1,7,5,23,0.62,SWIMAC,,,,10/25/1988
1,7,6,171.1,1.22,CECSCH,,,,10/25/1988
1,7,7,120,0.7,CECSCH,,,,10/25/1988
1,7,8,101,0.76,HETCYM,,,,10/25/1988
1,7,9,0,0,CECSCH,,,Dead,10/25/1988
1,7,10,0,0,CECSCH,,,Dead,10/25/1988
1,7,11,178,2,CECSCH,,,,10/25/1988
1,7,12,98,0.5,CECSCH,,,,10/25/1988
1,7,13,22,0.4,PIPGLA,,,,10/25/1988
1,7,14,37,0.18,CECSCH,,,,10/25/1988
1,7,15,53,0.6,PIPGLA,,,,10/25/1988
1,12,1,222,1.32,SOLTOR,,,,10/25/1988
1,12,2,156,0.89,SOLTOR,,,,10/25/1988
1,12,3,68,0.2,PIPGLA,,,,10/25/1988
1,12,4,86,0.82,CECSCH,,,,10/25/1988
1,12,5,105,0.97,CECSCH,,,,10/25/1988
1,12,6,18,0.64,UREBAC,,,,10/25/1988
1,12,7,97,0.74,CECSCH,,,,10/25/1988
1,12,8,100,0.95,CECSCH,,,,10/25/1988
1,12,9,80,0.52,CECSCH,,,,10/25/1988
1,12,10,84,0.53,CECSCH,,,,10/25/1988
1,12,11,66,0.39,CECSCH,,,,10/25/1988
1,12,12,0,0,CECSCH,,,Dead,10/25/1988
1,12,13,11.1,0.06,CECSCH,,,,10/25/1988
1,12,14,47,0.35,HETCYM,,,,10/25/1988
1,12,15,93,0.69,CECSCH,,,,10/25/1988
1,12,16,24,0.3,INGVER,,,,10/25/1988
1,18,,,,,,,Nothing >= 10cm,10/25/1988
2,3,1,172,1.51,CECSCH,,,,10/25/1988
2,3,2,103,1,CECSCH,,,,10/25/1988
2,3,3,121,1.15,CECSCH,,,,10/25/1988
2,3,4,83,0.109,CECSCH,,,,10/25/1988
2,7,1,45,0.42,CECSCH,,,,10/25/1988
2,7,2,41,0.46,CECSCH,,,,10/25/1988
2,7,3,0,0,PIPGLA,,,Dead,10/25/1988
2,7,4,38,0.66,PIPGLA,,,Flowering,10/25/1988
2,7,5,30,0.34,CECSCH,,,,10/25/1988
2,7,6,39,0.41,CECSCH,,,,10/25/1988
2,7,7,33,0.34,CECSCH,,,,10/25/1988
