DBCODE,ENTITY,WATERSHED,PLOTID,YEAR,PLOT,MICROPLOT,STEMTAG,CLUMPTAG,OLDTAG,OLDCLUMP,NEARTAG,TREE_SPP,MEASPNT,STEMCOUNT,STATUS,VIGOR,CLPSTEMS,BASDIAM,DBH,COMMENTS
TP041,3,WS10,"WS100001",1976,1,U04,NONE,-1,,,,THPL,B,1,1,9,,4.0,,""
TP041,3,WS10,"WS100001",1976,1,U06,NONE,-1,,,,PSME,B,1,1,9,,,,"PLANTED, NO DIAM TAKEN"
TP041,3,WS10,"WS100001",1976,1,U06,NONE,-1,,,,PSME,B,2,1,9,,,,"PLANTED, NO DIAM TAKEN"
TP041,3,WS10,"WS100001",1977,1,U06,33N,-1,,,,PSME,B,1,1,9,,,,"PLANTED, NO DIAM TAKEN"
TP041,3,WS10,"WS100001",1977,1,U06,NONE,-1,,,,PSME,B,1,1,9,,,,"PLANTED, NO DIAM TAKEN"
TP041,3,WS10,"WS100001",1978,1,L02,NONE,-1,,,,CACH,B,1,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1978,1,L02,NONE,-1,,,,CACH,B,2,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1978,1,L02,NONE,-1,,,,CACH,B,3,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1978,1,L02,NONE,-1,,,,CACH,B,4,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1978,1,L02,NONE,-1,,,,CACH,B,5,1,9,,1.0,,""
TP041,3,WS10,"WS100001",1978,1,L02,NONE,-1,,,,CACH,B,6,1,9,,1.0,,""
TP041,3,WS10,"WS100001",1978,1,L02,NONE,-1,,,,CACH,B,7,1,9,,1.8,,""
TP041,3,WS10,"WS100001",1978,1,L08,NONE,-1,,,,CACH,B,1,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1978,1,L08,NONE,-1,,,,CACH,B,2,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1978,1,L08,NONE,-1,,,,CACH,B,3,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1978,1,L08,NONE,-1,,,,CACH,B,4,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1978,1,L08,NONE,-1,,,,CACH,B,5,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1978,1,L08,NONE,-1,,,,CACH,B,6,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1978,1,L08,NONE,-1,,,,CACH,B,7,1,9,,1.0,,""
TP041,3,WS10,"WS100001",1978,1,L08,NONE,-1,,,,CACH,B,8,1,9,,1.0,,""
TP041,3,WS10,"WS100001",1978,1,U06,33N,-1,,,,PSME,B,1,1,9,,0.8,,"PLANTED"
TP041,3,WS10,"WS100001",1978,1,U12,9539,9539,,,,CONU,B,1,1,9,,0.5,,""
TP041,3,WS10,"WS100001",1978,1,U12,NONE,9539,,,,CONU,B,1,1,9,,0.5,,""
TP041,3,WS10,"WS100001",1978,1,U12,NONE,9539,,,,CONU,B,2,1,9,,1.2,,""
TP041,3,WS10,"WS100001",1979,1,L02,NONE,-1,,,,CACH,B,1,1,9,,1.5,,""
TP041,3,WS10,"WS100001",1979,1,L02,NONE,-1,,,,CACH,B,2,1,9,,1.8,,""
TP041,3,WS10,"WS100001",1979,1,L02,NONE,-1,,,,CACH,B,3,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1979,1,L02,NONE,-1,,,,CACH,B,4,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1979,1,L02,NONE,-1,,,,CACH,B,5,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1979,1,L02,NONE,-1,,,,CACH,B,6,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1979,1,L02,NONE,-1,,,,CACH,B,7,1,9,,2.3,,""
TP041,3,WS10,"WS100001",1979,1,L08,NONE,-1,,,,CACH,B,1,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1979,1,L08,NONE,-1,,,,CACH,B,2,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1979,1,L08,NONE,-1,,,,CACH,B,3,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1979,1,L08,NONE,-1,,,,CACH,B,4,1,9,,1.5,,""
TP041,3,WS10,"WS100001",1979,1,L08,NONE,-1,,,,CACH,B,5,1,9,,1.5,,""
TP041,3,WS10,"WS100001",1979,1,L08,NONE,-1,,,,CACH,B,6,1,9,,0.7,,""
TP041,3,WS10,"WS100001",1979,1,L08,NONE,-1,,,,CACH,B,7,1,9,,0.7,,""
TP041,3,WS10,"WS100001",1979,1,L08,NONE,-1,,,,CACH,B,8,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1979,1,U06,33N,-1,,,,PSME,B,1,1,9,,1.2,,"PLANTED"
TP041,3,WS10,"WS100001",1979,1,U12,9539,9539,,,,CONU,B,1,1,9,,1.8,,""
TP041,3,WS10,"WS100001",1979,1,U12,NONE,9539,,,,CONU,B,1,1,9,,1.1,,""
TP041,3,WS10,"WS100001",1979,1,U12,NONE,9539,,,,CONU,B,2,1,9,,1.0,,""
TP041,3,WS10,"WS100001",1980,1,L02,8305,8305,,,,CACH,B,1,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1980,1,L02,NONE,8305,,,,CACH,B,1,1,9,,1.6,,""
TP041,3,WS10,"WS100001",1980,1,L02,NONE,8305,,,,CACH,B,2,1,9,,1.9,,""
TP041,3,WS10,"WS100001",1980,1,L02,NONE,8305,,,,CACH,B,3,1,9,,1.7,,""
TP041,3,WS10,"WS100001",1980,1,L02,NONE,8305,,,,CACH,B,4,1,9,,2.4,,""
TP041,3,WS10,"WS100001",1980,1,L02,NONE,8305,,,,CACH,B,5,1,9,,2.2,,""
TP041,3,WS10,"WS100001",1980,1,L04,2102,7796,8306,2102,,CACH,B,1,1,9,,0.6,,"OT 8306"
TP041,3,WS10,"WS100001",1980,1,L04,NONE,7796,,2102,,CACH,B,1,1,9,,0.6,,""
TP041,3,WS10,"WS100001",1980,1,L04,NONE,7796,,2102,,CACH,B,2,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1980,1,L04,NONE,7796,,2102,,CACH,B,3,1,9,,0.7,,""
TP041,3,WS10,"WS100001",1980,1,L08,8307,8307,,,,CACH,B,1,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,1,1,9,,0.6,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,2,1,9,,0.6,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,3,1,9,,0.5,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,4,1,9,,0.5,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,5,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,6,1,9,,1.1,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,7,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,8,1,9,,1.5,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,9,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,10,1,9,,1.2,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,11,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,12,1,9,,0.7,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,13,1,9,,0.3,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,14,1,9,,0.3,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,15,1,9,,1.0,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,16,1,9,,0.3,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,17,1,9,,1.4,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,18,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,19,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1980,1,L08,NONE,8307,,,,CACH,B,20,1,9,,1.0,,""
TP041,3,WS10,"WS100001",1980,1,U04,8301,8281,,8301,,CACH,B,1,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1980,1,U04,NONE,8281,,8301,,CACH,B,1,1,9,,0.2,,""
TP041,3,WS10,"WS100001",1980,1,U05,8302,8302,,,,CACH,B,1,1,9,,0.7,,""
TP041,3,WS10,"WS100001",1980,1,U05,NONE,8302,,,,CACH,B,1,1,9,,0.2,,""
TP041,3,WS10,"WS100001",1980,1,U05,NONE,8302,,,,CACH,B,2,1,9,,0.3,,""
TP041,3,WS10,"WS100001",1980,1,U05,NONE,8302,,,,CACH,B,3,1,9,,0.2,,""
TP041,3,WS10,"WS100001",1980,1,U06,33N,-1,,,,PSME,B,1,1,9,,1.3,,"PLANTED"
TP041,3,WS10,"WS100001",1980,1,U06,34N,-1,,,,PSME,B,1,1,9,,0.5,,""
TP041,3,WS10,"WS100001",1980,1,U06,8303,-1,,,,PSME,B,1,1,9,,1.0,,""
TP041,3,WS10,"WS100001",1980,1,U06,8304,-1,,,,PSME,B,1,1,9,,0.1,,""
TP041,3,WS10,"WS100001",1980,1,U10,35N,-1,,,,,M,1,6,9,,,,"DEAD"
TP041,3,WS10,"WS100001",1980,1,U12,9539,9539,,,,CONU,B,1,1,9,,2.3,,""
TP041,3,WS10,"WS100001",1980,1,U12,NONE,9539,,,,CONU,B,1,1,9,,0.5,,"'98, WAS PREV. LISTED AS STEM AND TAG #9539, ASSUMED CLUMP MEMBER"
TP041,3,WS10,"WS100001",1981,1,L02,8305,-1,,,,CACH,B,1,1,9,,2.6,,""
TP041,3,WS10,"WS100001",1981,1,L04,2102,7796,8306,2102,,CACH,B,1,1,9,,1.0,,"OT 8306, INTERPOLATED"
TP041,3,WS10,"WS100001",1981,1,L06,9540,-1,,,,CONU,B,1,1,9,,0.1,,""
TP041,3,WS10,"WS100001",1981,1,L08,9541,-1,,,,CACH,B,1,1,9,,1.5,,"OLD CLUMP 8307"
TP041,3,WS10,"WS100001",1981,1,L08,9542,-1,,,,CACH,B,1,1,9,,0.9,,"OLD CLUMP 8307"
TP041,3,WS10,"WS100001",1981,1,L08,9543,-1,,,,CACH,B,1,1,9,,1.1,,"OLD CLUMP 8307"
TP041,3,WS10,"WS100001",1981,1,L08,9544,-1,,,,CACH,B,1,1,9,,0.9,,"OLD CLUMP 8307"
TP041,3,WS10,"WS100001",1981,1,L08,9545,-1,,,,CACH,B,1,1,9,,1.1,,"OLD CLUMP 8307"
TP041,3,WS10,"WS100001",1981,1,L08,9546,-1,,,,CACH,B,1,1,9,,0.6,,"OLD CLUMP 8307"
TP041,3,WS10,"WS100001",1981,1,L08,9547,-1,,,,CACH,B,1,1,9,,0.2,,"OLD CLUMP 8307"
TP041,3,WS10,"WS100001",1981,1,L08,9548,-1,,,,CACH,B,1,1,9,,2.4,,"OLD CLUMP 8307"
TP041,3,WS10,"WS100001",1981,1,L08,9549,-1,,,,CACH,B,1,1,9,,1.2,,"OLD CLUMP 8307"
TP041,3,WS10,"WS100001",1981,1,L08,9550,-1,,,,CACH,B,1,1,9,,1.3,,"OLD CLUMP 8307"
TP041,3,WS10,"WS100001",1981,1,L08,9551,-1,,,,CACH,B,1,1,9,,0.9,,"OLD CLUMP 8307"
TP041,3,WS10,"WS100001",1981,1,M,9556,9556,,,,CACH,B,1,1,9,,5.3,,""
TP041,3,WS10,"WS100001",1981,1,M,NONE,9556,,,,CACH,0,1,1,9,3,,,""
TP041,3,WS10,"WS100001",1981,1,U04,8301,8281,,8301,,CACH,B,1,1,9,,2.0,,""
TP041,3,WS10,"WS100001",1981,1,U04,9600,-1,,,,PSME,B,1,1,9,,0.1,,""
TP041,3,WS10,"WS100001",1981,1,U05,8302,8302,,,,CACH,B,1,1,9,,0.9,,"INTERPOLATED"
TP041,3,WS10,"WS100001",1981,1,U06,33N,-1,,,,PSME,B,1,1,9,,1.0,,"33N IN GRND, NO TREE, PLANTED"
TP041,3,WS10,"WS100001",1981,1,U06,34N,-1,,,,PSME,B,1,1,9,,0.7,,""
TP041,3,WS10,"WS100001",1981,1,U06,8303,-1,,,,PSME,B,1,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1981,1,U06,8304,-1,,,,PSME,B,1,1,9,,0.2,,"INTERPOLATED"
TP041,3,WS10,"WS100001",1981,1,U12,9539,-1,,,,CONU,B,1,1,9,,2.6,,""
TP041,3,WS10,"WS100001",1983,1,L02,2101,2101,,,,CACH,B,1,1,9,,1.1,,""
TP041,3,WS10,"WS100001",1983,1,L02,8305,8305,,,,CACH,B,1,1,9,,2.6,,""
TP041,3,WS10,"WS100001",1983,1,L02,NONE,2101,,,,CACH,B,1,1,9,,1.4,,""
TP041,3,WS10,"WS100001",1983,1,L02,NONE,2101,,,,CACH,B,2,1,9,,1.3,,""
TP041,3,WS10,"WS100001",1983,1,L02,NONE,2101,,,,CACH,B,3,1,9,,0.5,,""
TP041,3,WS10,"WS100001",1983,1,L02,NONE,8305,,,,CACH,B,1,1,9,,1.3,,""
TP041,3,WS10,"WS100001",1983,1,L02,NONE,8305,,,,CACH,B,2,1,9,,1.6,,""
TP041,3,WS10,"WS100001",1983,1,L02,NONE,8305,,,,CACH,B,3,1,9,,1.1,,""
TP041,3,WS10,"WS100001",1983,1,L02,NONE,8305,,,,CACH,B,4,1,9,,1.3,,""
TP041,3,WS10,"WS100001",1983,1,L02,NONE,8305,,,,CACH,B,5,1,9,,2.1,,""
TP041,3,WS10,"WS100001",1983,1,L02,NONE,8305,,,,CACH,B,6,1,9,,1.0,,""
TP041,3,WS10,"WS100001",1983,1,L04,2102,7796,8306,2102,,CACH,B,1,1,9,,1.9,,"OT 8306"
TP041,3,WS10,"WS100001",1983,1,L04,NONE,7796,,2102,,CACH,B,1,1,9,,0.6,,""
TP041,3,WS10,"WS100001",1983,1,L04,NONE,7796,,2102,,CACH,B,2,1,9,,0.1,,""
TP041,3,WS10,"WS100001",1983,1,L04,NONE,7796,,2102,,CACH,B,3,1,9,,0.8,,""
TP041,3,WS10,"WS100001",1983,1,L04,NONE,7796,,2102,,CACH,B,4,1,9,,0.5,,""
TP041,3,WS10,"WS100001",1983,1,L04,NONE,7796,,2102,,CACH,B,5,1,9,,1.0,,""
TP041,3,WS10,"WS100001",1983,1,L04,NONE,7796,,2102,,CACH,B,6,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1983,1,L04,NONE,7796,,2102,,CACH,B,7,1,9,,0.5,,""
TP041,3,WS10,"WS100001",1983,1,L06,9540,-1,,,,CONU,B,1,6,9,,,,"DEAD, TAG IN GROUND"
TP041,3,WS10,"WS100001",1983,1,L08,9541,8307,,,,CACH,B,1,1,9,,0.5,,""
TP041,3,WS10,"WS100001",1983,1,L08,9542,8307,,,,CACH,B,1,1,9,,1.4,,""
TP041,3,WS10,"WS100001",1983,1,L08,9543,8307,,,,CACH,B,1,1,9,,3.0,,""
TP041,3,WS10,"WS100001",1983,1,L08,9544,8307,,,,CACH,B,1,1,9,,1.2,,""
TP041,3,WS10,"WS100001",1983,1,L08,9545,8307,,,,CACH,B,1,1,9,,1.2,,""
TP041,3,WS10,"WS100001",1983,1,L08,9546,8307,,,,CACH,B,1,1,9,,0.8,,""
TP041,3,WS10,"WS100001",1983,1,L08,9547,8307,,,,CACH,B,1,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1983,1,L08,9548,8307,,,,CACH,B,1,1,9,,1.3,,""
TP041,3,WS10,"WS100001",1983,1,L08,9550,8307,,,,CACH,B,1,1,9,,0.7,,""
TP041,3,WS10,"WS100001",1983,1,L08,9551,8307,,,,CACH,B,1,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1983,1,L08,9553,8307,,,,CACH,B,1,1,9,,0.8,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,1,1,9,,0.2,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,2,1,9,,0.5,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,3,1,9,,1.4,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,4,1,9,,1.5,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,5,1,9,,0.1,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,6,1,9,,0.5,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,7,1,9,,0.1,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,8,1,9,,0.7,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,9,1,9,,0.5,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,10,1,9,,0.5,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,11,1,9,,0.7,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,12,1,9,,0.7,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,13,1,9,,0.5,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,14,1,9,,0.8,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,15,1,9,,0.7,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,16,1,9,,1.6,,""
TP041,3,WS10,"WS100001",1983,1,L08,NONE,8307,,,,CACH,B,17,1,9,,0.2,,""
TP041,3,WS10,"WS100001",1983,1,L09,2103,-1,,,,CACH,B,1,1,9,,0.5,,""
TP041,3,WS10,"WS100001",1983,1,M,9556,9556,,,,CACH,B,1,1,9,,5.0,,""
TP041,3,WS10,"WS100001",1983,1,M,NONE,9556,,,,CACH,0,1,1,9,3,,,""
TP041,3,WS10,"WS100001",1983,1,U04,8301,8281,,8301,,CACH,B,1,1,9,,0.6,,""
TP041,3,WS10,"WS100001",1983,1,U04,NONE,8281,,8301,,CACH,B,1,1,9,,0.7,,""
TP041,3,WS10,"WS100001",1983,1,U04,NONE,8281,,8301,,CACH,B,2,1,9,,0.8,,""
TP041,3,WS10,"WS100001",1983,1,U04,NONE,8281,,8301,,CACH,B,3,1,9,,0.7,,""
TP041,3,WS10,"WS100001",1983,1,U04,NONE,8281,,8301,,CACH,B,4,1,9,,0.3,,""
TP041,3,WS10,"WS100001",1983,1,U05,8302,8302,,,,CACH,B,1,1,9,,1.2,,""
TP041,3,WS10,"WS100001",1983,1,U05,NONE,8302,,,,CACH,B,1,1,9,,0.3,,""
TP041,3,WS10,"WS100001",1983,1,U05,NONE,8302,,,,CACH,B,2,1,9,,0.3,,""
TP041,3,WS10,"WS100001",1983,1,U05,NONE,8302,,,,CACH,B,3,1,9,,0.2,,""
TP041,3,WS10,"WS100001",1983,1,U05,NONE,8302,,,,CACH,B,4,1,9,,0.2,,""
TP041,3,WS10,"WS100001",1983,1,U05,NONE,8302,,,,CACH,B,5,1,9,,1.2,,""
TP041,3,WS10,"WS100001",1983,1,U05,NONE,8302,,,,CACH,B,6,1,9,,0.5,,""
TP041,3,WS10,"WS100001",1983,1,U05,NONE,8302,,,,CACH,B,7,1,9,,0.4,,""
TP041,3,WS10,"WS100001",1983,1,U05,NONE,8302,,,,CACH,B,8,1,9,,0.3,,""
TP041,3,WS10,"WS100001",1983,1,U05,NONE,8302,,,,CACH,B,9,1,9,,0.3,,""
TP041,3,WS10,"WS100001",1983,1,U06,34N,-1,,,,PSME,B,1,1,9,,2.4,,"33N IN GROUND ALSO"
TP041,3,WS10,"WS100001",1983,1,U06,8303,-1,,,,PSME,B,1,1,9,,2.3,,""
TP041,3,WS10,"WS100001",1983,1,U06,8304,-1,,,,PSME,B,1,1,9,,0.3,,""
TP041,3,WS10,"WS100001",1983,1,U12,9539,9539,,,,CONU,B,1,1,9,,3.9,,""
TP041,3,WS10,"WS100001",1983,1,U12,NONE,9539,,,,CONU,B,1,1,9,,0.8,,""
TP041,3,WS10,"WS100001",1983,1,U12,NONE,9539,,,,CONU,B,2,1,9,,0.8,,""
TP041,3,WS10,"WS100001",1983,1,U12,NONE,9539,,,,CONU,B,3,1,9,,0.7,,""
TP041,3,WS10,"WS100001",1983,1,U12,NONE,9539,,,,CONU,B,4,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1985,1,L02,2101,2101,,,,CACH,B,1,1,9,,2.1,,""
TP041,3,WS10,"WS100001",1985,1,L02,8305,8305,,,,CACH,B,1,1,9,,2.2,,""
TP041,3,WS10,"WS100001",1985,1,L02,NONE,2101,,,,CACH,B,1,1,9,,1.5,,""
TP041,3,WS10,"WS100001",1985,1,L02,NONE,8305,,,,CACH,B,1,1,9,,2.0,,""
TP041,3,WS10,"WS100001",1985,1,L02,NONE,8305,,,,CACH,B,2,1,9,,2.0,,""
TP041,3,WS10,"WS100001",1985,1,L02,NONE,8305,,,,CACH,B,3,1,9,,0.6,,""
TP041,3,WS10,"WS100001",1985,1,L02,NONE,8305,,,,CACH,B,4,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1985,1,L04,2102,7796,8306,2102,,CACH,B,1,1,9,,1.9,,"OT 8306"
TP041,3,WS10,"WS100001",1985,1,L08,4229,-1,,,,CACH,B,1,1,9,,0.4,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,4483,-1,,,,CACH,B,1,1,9,,0.5,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,4500,4500,,,,CACH,B,1,1,9,,0.2,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,5601,-1,,,,CACH,B,1,1,9,,0.9,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,5602,-1,,,,CACH,B,1,1,9,,0.9,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,5603,-1,,,,CACH,B,1,1,9,,1.4,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,5604,5604,,,,CACH,B,1,1,9,,2.1,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,9541,9541,,,,CACH,B,1,1,9,,1.5,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,9542,-1,,,,CACH,B,1,1,9,,1.6,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,9543,9543,,,,CACH,B,1,1,9,,1.2,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,9544,-1,,,,CACH,B,1,1,9,,2.1,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,9545,9545,,,,CACH,B,1,1,9,,1.2,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,9546,-1,,,,CACH,B,1,1,9,,0.6,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,9548,-1,,,,CACH,B,1,1,9,,1.5,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,9550,-1,,,,CACH,B,1,1,9,,2.0,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,9553,-1,,,,CACH,B,1,1,9,,0.6,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,NONE,4500,,,,CACH,B,1,1,9,,0.1,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,NONE,4500,,,,CACH,B,2,1,9,,0.2,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,NONE,5604,,,,CACH,B,1,1,9,,1.5,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,NONE,9541,,,,CACH,B,1,1,9,,0.6,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,NONE,9543,,,,CACH,B,1,1,9,,0.9,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,NONE,9543,,,,CACH,B,2,1,9,,0.5,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,NONE,9543,,,,CACH,B,3,1,9,,0.4,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L08,NONE,9545,,,,CACH,B,1,1,9,,0.6,,"OLD CLUMP #8307"
TP041,3,WS10,"WS100001",1985,1,L09,2103,-1,,,,CACH,B,1,1,9,,0.7,,""
TP041,3,WS10,"WS100001",1985,1,M,5605,5605,,,,CONU,B,1,1,9,,3.7,,""
TP041,3,WS10,"WS100001",1985,1,M,5606,5606,,,,CACH,B,1,1,9,,5.7,,""
TP041,3,WS10,"WS100001",1985,1,M,5607,-1,,,,CONU,B,1,1,9,,1.9,,""
TP041,3,WS10,"WS100001",1985,1,M,5608,-1,,,,CACH,B,1,1,9,,2.4,,""
TP041,3,WS10,"WS100001",1985,1,M,5667,5667,,,,CACH,B,1,1,9,,3.7,,""
TP041,3,WS10,"WS100001",1985,1,M,5668,5668,,,,CACH,H,1,1,9,,,3.8,""
TP041,3,WS10,"WS100001",1985,1,M,5669,5669,,,,CACH,H,1,1,9,,,3.3,""
TP041,3,WS10,"WS100001",1985,1,M,5670,5670,,,,CACH,B,1,1,9,,3.1,,""
TP041,3,WS10,"WS100001",1985,1,M,5699,5699,,,,CACH,H,1,1,9,,,4.1,""
TP041,3,WS10,"WS100001",1985,1,M,8283,-1,32,,,PSME,B,1,2,9,,3.3,,""
TP041,3,WS10,"WS100001",1985,1,M,9556,9556,,,,CACH,H,1,1,9,,,5.8,""
TP041,3,WS10,"WS100001",1985,1,M,NONE,5605,,,,CONU,0,1,1,9,9,,,""
TP041,3,WS10,"WS100001",1985,1,M,NONE,5606,,,,CACH,0,1,1,9,11,,,""
TP041,3,WS10,"WS100001",1985,1,M,NONE,5667,,,,CACH,0,1,1,9,2,,,""
TP041,3,WS10,"WS100001",1985,1,M,NONE,5668,,,,CACH,0,1,1,9,7,,,""
TP041,3,WS10,"WS100001",1985,1,M,NONE,5669,,,,CACH,0,1,1,9,1,,,""
TP041,3,WS10,"WS100001",1985,1,M,NONE,5670,,,,CACH,0,1,1,9,2,,,""
TP041,3,WS10,"WS100001",1985,1,M,NONE,5699,,,,CACH,0,1,1,9,6,,,""
TP041,3,WS10,"WS100001",1985,1,M,NONE,5699,,,,CACH,3,1,1,9,2,,,""
TP041,3,WS10,"WS100001",1985,1,M,NONE,9556,,,,CACH,0,1,1,9,4,,,""
TP041,3,WS10,"WS100001",1985,1,U01,5700,-1,,,,THPL,B,1,1,9,,6.0,,""
TP041,3,WS10,"WS100001",1985,1,U04,8301,8281,,8301,,CACH,B,1,1,9,,0.6,,""
TP041,3,WS10,"WS100001",1985,1,U04,NONE,8281,,8301,,CACH,B,1,1,9,,0.8,,""
TP041,3,WS10,"WS100001",1985,1,U04,NONE,8281,,8301,,CACH,B,2,1,9,,1.0,,""
TP041,3,WS10,"WS100001",1985,1,U05,8302,8302,,,,CACH,B,1,1,9,,0.9,,""
TP041,3,WS10,"WS100001",1985,1,U05,NONE,8302,,,,CACH,B,1,1,9,,0.8,,""
TP041,3,WS10,"WS100001",1985,1,U05,NONE,8302,,,,CACH,B,2,1,9,,0.3,,""
TP041,3,WS10,"WS100001",1985,1,U05,NONE,8302,,,,CACH,B,3,1,9,,0.3,,""
